birth_department,birth_city,nationality,age,gender,stratum,pbm,admission_type,faculty,program
TOLIMA,FRESNO,Colombiana,20,Hombres,Estrato 2,14,Regular,Ciencias exactas y naturales,Matemáticas
CALDAS,MANIZALES,Colombiana,22,Hombres,Estrato 1,15,Regular,Ciencias exactas y naturales,Matemáticas
CALDAS,FILADELFIA,Colombiana,18,Mujeres,Estrato 2,6,Regular,Ciencias exactas y naturales,Matemáticas
CALDAS,MANIZALES,Colombiana,18,Hombres,Estrato 2,58,Regular,Ingeniería y arquitectura,Ingeniería Química
VALLE DEL CAUCA,TULUÁ,Colombiana,20,Hombres,Estrato 2,13,Regular,Ingeniería y arquitectura,Arquitectura
TOLIMA,FRESNO,Colombiana,18,Hombres,Estrato 2,16,Regular,Administración,Administración de Empresas (Diurno)
CALDAS,MANIZALES,Colombiana,25,Hombres,Estrato 1,38,Regular,Ingeniería y arquitectura,Ingeniería Civil
BOYACÁ,CHIQUINQUIRÁ,Colombiana,18,Hombres,Estrato 2,13,Regular,Administración,Administración de Empresas (Nocturno)
NARIÑO,FUNES,Colombiana,21,Hombres,Estrato 1,20,PEAMA,Ingeniería y arquitectura,Ingeniería Civil
CALDAS,MANIZALES,Colombiana,18,Hombres,Estrato 2,12,Regular,Ingeniería y arquitectura,Ingeniería Industrial
CALDAS,PÁCORA,Colombiana,21,Hombres,Estrato 2,7,Regular,Administración,Administración de Sistemas Informáticos
CALDAS,MANIZALES,Colombiana,20,Hombres,Estrato 2,16,Regular,Ingeniería y arquitectura,Ingeniería Civil
CALDAS,MANIZALES,Colombiana,22,Hombres,Estrato 3,41,Regular,Ingeniería y arquitectura,Ingeniería Civil
CAQUETÁ,FLORENCIA,Colombiana,49,Mujeres,Estrato 2,13,Regular,Administración,Administración de Empresas (Nocturno)
RISARALDA,PEREIRA,Colombiana,20,Hombres,Estrato 5,43,Regular,Ingeniería y arquitectura,Ingeniería Electrónica
CALDAS,MANIZALES,Colombiana,20,Hombres,Estrato 3,79,Regular,Ciencias exactas y naturales,Ciencias de la Computación
PUTUMAYO,PUERTO ASÍS,Colombiana,20,Hombres,Estrato 2,15,Regular,Ciencias exactas y naturales,Matemáticas
HUILA,GARZÓN,Colombiana,20,Hombres,Estrato 2,7,Regular,Ingeniería y arquitectura,Ingeniería Eléctrica
CUNDINAMARCA,SOACHA,Colombiana,25,Mujeres,Estrato 1,5,Regular,Ingeniería y arquitectura,Arquitectura
CALDAS,MANIZALES,Colombiana,23,Hombres,Estrato 3,17,Regular,Ciencias exactas y naturales,Ingeniería Física
NARIÑO,PUPIALES,Colombiana,18,Mujeres,Estrato 2,9,Regular,Ingeniería y arquitectura,Ingeniería Industrial
CALDAS,MANIZALES,Colombiana,19,Hombres,Estrato 4,56,Regular,Administración,Administración de Sistemas Informáticos
CALDAS,MANIZALES,Colombiana,20,Hombres,Estrato 3,44,Regular,Ingeniería y arquitectura,Arquitectura
BOYACÁ,SOGAMOSO,Colombiana,20,Hombres,Estrato 2,18,Regular,Ingeniería y arquitectura,Ingeniería Civil
CALDAS,MANIZALES,Colombiana,26,Hombres,Estrato 2,10,Regular,Ingeniería y arquitectura,Ingeniería Eléctrica
TOLIMA,MURILLO,Colombiana,22,Hombres,Estrato 2,11,Regular,Ciencias exactas y naturales,Matemáticas
CUNDINAMARCA,GUASCA,Colombiana,22,Mujeres,Estrato 3,20,Regular,Administración,Administración de Sistemas Informáticos
NARIÑO,PASTO,Colombiana,22,Hombres,Estrato 1,5,Regular,Ingeniería y arquitectura,Ingeniería Química
CALDAS,MANIZALES,Colombiana,18,Mujeres,Estrato 3,41,Regular,Ingeniería y arquitectura,Ingeniería Civil
CALDAS,MANIZALES,Colombiana,28,Hombres,Estrato 2,10,Regular,Administración,Administración de Empresas (Nocturno)
CALDAS,MANIZALES,Colombiana,27,Hombres,Estrato 2,9,Regular,Administración,Administración de Empresas (Nocturno)
CALDAS,CHINCHINÁ,Colombiana,18,Hombres,Estrato 1,3,Regular,Ingeniería y arquitectura,Ingeniería Electrónica
CALDAS,MANIZALES,Colombiana,20,Hombres,Estrato 1,43,Regular,Ingeniería y arquitectura,Ingeniería Eléctrica
CALDAS,MANIZALES,Colombiana,23,Hombres,Estrato 2,9,Regular,Administración,Administración de Sistemas Informáticos
NARIÑO,FUNES,Colombiana,19,Hombres,ND/NE,4,PAES,Ingeniería y arquitectura,Ingeniería Electrónica
CALDAS,MANIZALES,Colombiana,18,Hombres,Estrato 3,51,Regular,Ingeniería y arquitectura,Ingeniería Química
CALDAS,MANIZALES,Colombiana,19,Hombres,Estrato 2,44,Regular,Ingeniería y arquitectura,Ingeniería Industrial
GUAINÍA,INÍRIDA,Colombiana,20,Hombres,Estrato 2,51,PAES,Administración,Administración de Sistemas Informáticos
CALDAS,MANIZALES,Colombiana,20,Mujeres,Estrato 3,14,Regular,Ingeniería y arquitectura,Ingeniería Electrónica
META,VILLAVICENCIO,Colombiana,25,Hombres,Estrato 2,7,PEAMA,Ingeniería y arquitectura,Ingeniería Civil
CALDAS,MANIZALES,Colombiana,24,Hombres,Estrato 3,77,PAES,Administración,Administración de Empresas (Nocturno)
CALDAS,MANIZALES,Colombiana,18,Hombres,Estrato 3,17,Regular,Ingeniería y arquitectura,Ingeniería Electrónica
NARIÑO,PASTO,Colombiana,27,Hombres,Estrato 3,36,Regular,Ingeniería y arquitectura,Ingeniería Química
ARAUCA,TAME,Colombiana,23,Hombres,Estrato 2,9,PAES,Administración,Administración de Empresas (Nocturno)
TOLIMA,FRESNO,Colombiana,17,Mujeres,Estrato 2,9,Regular,Ingeniería y arquitectura,Ingeniería Eléctrica
NARIÑO,PASTO,Colombiana,20,Mujeres,Estrato 1,46,Regular,Ingeniería y arquitectura,Ingeniería Industrial
CALDAS,MANIZALES,Colombiana,21,Hombres,Estrato 2,42,Regular,Ingeniería y arquitectura,Ingeniería Industrial
TOLIMA,FRESNO,Colombiana,18,Hombres,Estrato 2,17,Regular,Ingeniería y arquitectura,Ingeniería Eléctrica
CALDAS,MANIZALES,Colombiana,21,Mujeres,ND/NE,10,Regular,Ingeniería y arquitectura,Arquitectura
CALDAS,ANSERMA,Colombiana,35,Hombres,Estrato 2,16,Regular,Ingeniería y arquitectura,Ingeniería Civil
NARIÑO,PASTO,Colombiana,19,Mujeres,Estrato 2,8,Regular,Ciencias exactas y naturales,Matemáticas
CALDAS,MANIZALES,Colombiana,21,Mujeres,Estrato 2,34,Regular,Ingeniería y arquitectura,Arquitectura
RISARALDA,PEREIRA,Colombiana,21,Hombres,Estrato 2,16,Regular,Administración,Administración de Empresas (Diurno)
SANTANDER,BUCARAMANGA,Colombiana,22,Mujeres,Estrato 4,26,Regular,Ingeniería y arquitectura,Ingeniería Industrial
CALDAS,MANIZALES,Colombiana,20,Hombres,Estrato 3,19,Regular,Ingeniería y arquitectura,Ingeniería Civil
CALDAS,MANIZALES,Colombiana,21,Hombres,Estrato 3,50,Regular,Ingeniería y arquitectura,Ingeniería Química
CALDAS,PÁCORA,Colombiana,20,Hombres,Estrato 3,49,Regular,Ingeniería y arquitectura,Ingeniería Industrial
ANTIOQUIA,MEDELLÍN,Colombiana,19,Mujeres,Estrato 2,9,Regular,Ingeniería y arquitectura,Arquitectura
CALDAS,VILLAMARÍA,Colombiana,19,Hombres,Estrato 2,17,Regular,Ciencias exactas y naturales,Ciencias de la Computación
CALDAS,MANIZALES,Colombiana,22,Mujeres,Estrato 4,47,Regular,Ingeniería y arquitectura,Ingeniería Industrial
RISARALDA,PEREIRA,Colombiana,21,Hombres,Estrato 3,49,Regular,Ingeniería y arquitectura,Ingeniería Civil
META,VILLAVICENCIO,Colombiana,22,Hombres,Estrato 2,11,Regular,Ingeniería y arquitectura,Arquitectura
NARIÑO,PASTO,Colombiana,19,Mujeres,Estrato 1,28,Regular,Ingeniería y arquitectura,Arquitectura
CALDAS,MANIZALES,Colombiana,20,Mujeres,Estrato 3,17,Regular,Administración,Administración de Empresas (Diurno)
CALDAS,VILLAMARÍA,Colombiana,19,Hombres,Estrato 3,18,Regular,Ingeniería y arquitectura,Ingeniería Electrónica
RISARALDA,DOSQUEBRADAS,Colombiana,22,Hombres,Estrato 3,18,Regular,Administración,Administración de Sistemas Informáticos
RISARALDA,PEREIRA,Colombiana,21,Mujeres,Estrato 2,9,Regular,Ingeniería y arquitectura,Ingeniería Electrónica
CALDAS,RIOSUCIO,Colombiana,21,Hombres,Estrato 2,8,PAES,Ciencias exactas y naturales,Ingeniería Física
RISARALDA,PEREIRA,Colombiana,20,Hombres,Estrato 3,19,Regular,Administración,Administración de Sistemas Informáticos
"BOGOTÁ, D. C.","BOGOTÁ, D.C.",Colombiana,19,Mujeres,Estrato 2,13,Regular,Ingeniería y arquitectura,Ingeniería Química
PUTUMAYO,MOCOA,Colombiana,19,Mujeres,Estrato 1,19,Regular,Ingeniería y arquitectura,Arquitectura
CALDAS,MANIZALES,Colombiana,18,Hombres,Estrato 1,7,Regular,Administración,Administración de Empresas (Diurno)
CALDAS,PÁCORA,Colombiana,23,Mujeres,Estrato 4,35,Regular,Administración,Administración de Empresas (Diurno)
TOLIMA,LÉRIDA,Colombiana,18,Mujeres,Estrato 2,54,Regular,Ingeniería y arquitectura,Arquitectura
NORTE DE SANTANDER,CÚCUTA,Colombiana,24,Mujeres,Estrato 2,69,Regular,Administración,Administración de Empresas (Diurno)
CALDAS,MANIZALES,Colombiana,18,Hombres,Estrato 3,68,Regular,Ingeniería y arquitectura,Ingeniería Civil
CUNDINAMARCA,TOCAIMA,Colombiana,20,Hombres,Estrato 2,14,Regular,Ciencias exactas y naturales,Ingeniería Física
CALDAS,MANIZALES,Colombiana,20,Hombres,Estrato 3,51,Regular,Ingeniería y arquitectura,Ingeniería Civil
MAGDALENA,SANTA MARTA,Colombiana,19,Hombres,Estrato 2,9,Regular,Ingeniería y arquitectura,Ingeniería Eléctrica
"BOGOTÁ, D. C.","BOGOTÁ, D.C.",Colombiana,21,Hombres,Estrato 3,20,Regular,Ingeniería y arquitectura,Ingeniería Industrial
CALDAS,MANIZALES,Colombiana,24,Hombres,Estrato 2,8,Regular,Administración,Administración de Empresas (Nocturno)
CALDAS,MANIZALES,Colombiana,22,Hombres,Estrato 3,20,Regular,Administración,Administración de Sistemas Informáticos
CALDAS,MANZANARES,Colombiana,25,Hombres,Estrato 3,16,Regular,Administración,Administración de Empresas (Nocturno)
CALDAS,MANIZALES,Colombiana,18,Hombres,Estrato 3,44,Regular,Ciencias exactas y naturales,Ingeniería Física
CALDAS,MANIZALES,Colombiana,20,Mujeres,Estrato 2,12,Regular,Ciencias exactas y naturales,Matemáticas
CALDAS,MANIZALES,Colombiana,23,Hombres,Estrato 1,6,Regular,Administración,Administración de Empresas (Diurno)
TOLIMA,IBAGUÉ,Colombiana,23,Hombres,Estrato 3,30,Regular,Ingeniería y arquitectura,Ingeniería Electrónica
ARAUCA,ARAUCA,Colombiana,25,Mujeres,Estrato 2,16,PEAMA,Administración,Gestión Cultural y Comunicativa
CALDAS,MANIZALES,Colombiana,22,Hombres,Estrato 4,88,Regular,Ingeniería y arquitectura,Ingeniería Civil
NARIÑO,SAN ÁNDRES DE TUMACO,Colombiana,18,Hombres,Estrato 1,21,PEAMA,Ingeniería y arquitectura,Ingeniería Civil
CALDAS,MANIZALES,Colombiana,20,Hombres,Estrato 3,53,Regular,Administración,Administración de Empresas (Diurno)
CALDAS,MANIZALES,Colombiana,18,Hombres,Estrato 3,55,Regular,Ingeniería y arquitectura,Ingeniería Civil
CALDAS,MANIZALES,Colombiana,22,Hombres,Estrato 2,13,Regular,Ingeniería y arquitectura,Ingeniería Industrial
CALDAS,MARQUETALIA,Colombiana,25,Hombres,Estrato 2,7,PAES,Ciencias exactas y naturales,Ingeniería Física
CALDAS,MANIZALES,Colombiana,21,Mujeres,Estrato 3,19,Regular,Administración,Gestión Cultural y Comunicativa
CALDAS,SUPÍA,Colombiana,18,Hombres,Estrato 3,17,PAES,Ingeniería y arquitectura,Ingeniería Civil
PUTUMAYO,PUERTO ASÍS,Colombiana,26,Hombres,Estrato 1,2,Regular,Ingeniería y arquitectura,Ingeniería Electrónica
CALDAS,VILLAMARÍA,Colombiana,18,Hombres,Estrato 1,38,Regular,Administración,Administración de Empresas (Diurno)
CALDAS,MANIZALES,Colombiana,26,Mujeres,Estrato 1,4,Regular,Administración,Administración de Sistemas Informáticos
RISARALDA,PEREIRA,Colombiana,21,Hombres,Estrato 3,60,PAES,Ingeniería y arquitectura,Ingeniería Química
CALDAS,MANIZALES,Colombiana,18,Hombres,Estrato 3,43,Regular,Ingeniería y arquitectura,Arquitectura
CALDAS,MANIZALES,Colombiana,18,Hombres,Estrato 3,46,Regular,Ciencias exactas y naturales,Ingeniería Física
CALDAS,MANIZALES,Colombiana,23,Mujeres,Estrato 3,32,Regular,Ingeniería y arquitectura,Ingeniería Industrial
CALDAS,MANIZALES,Colombiana,22,Hombres,Estrato 4,46,Regular,Administración,Administración de Sistemas Informáticos
CALDAS,LA DORADA,Colombiana,21,Hombres,Estrato 4,61,Regular,Ingeniería y arquitectura,Ingeniería Civil
HUILA,NEIVA,Colombiana,20,Hombres,Estrato 2,11,PAES,Ingeniería y arquitectura,Ingeniería Electrónica
CALDAS,MANIZALES,Colombiana,20,Hombres,Estrato 2,12,Regular,Administración,Administración de Sistemas Informáticos
CALDAS,PENSILVANIA,Colombiana,21,Hombres,Estrato 3,28,Regular,Ciencias exactas y naturales,Ingeniería Física
CALDAS,MANIZALES,Colombiana,21,Mujeres,Estrato 3,17,Regular,Ciencias exactas y naturales,Ingeniería Física
CALDAS,MANIZALES,Colombiana,21,Hombres,Estrato 5,58,Regular,Administración,Administración de Empresas (Diurno)
CALDAS,MANIZALES,Colombiana,26,Hombres,Estrato 3,15,Regular,Administración,Administración de Empresas (Nocturno)
VALLE DEL CAUCA,TULUÁ,Colombiana,20,Hombres,Estrato 5,80,Regular,Administración,Administración de Sistemas Informáticos
"BOGOTÁ, D. C.","BOGOTÁ, D.C.",Colombiana,22,Hombres,Estrato 2,8,Regular,Administración,Administración de Sistemas Informáticos
"BOGOTÁ, D. C.","BOGOTÁ, D.C.",Colombiana,22,Hombres,Estrato 4,51,Regular,Ciencias exactas y naturales,Ciencias de la Computación
NARIÑO,ARBOLEDA,Colombiana,20,Mujeres,Estrato 1,5,PEAMA,Ingeniería y arquitectura,Ingeniería Civil
CALDAS,MANIZALES,Colombiana,21,Hombres,Estrato 3,21,Regular,Administración,Administración de Empresas (Nocturno)
CALDAS,MANIZALES,Colombiana,19,Hombres,Estrato 3,15,Regular,Ingeniería y arquitectura,Ingeniería Electrónica
CALDAS,MANIZALES,Colombiana,23,Hombres,Estrato 3,36,Regular,Ingeniería y arquitectura,Ingeniería Eléctrica
VICHADA,LA PRIMAVERA,Colombiana,23,Hombres,Estrato 3,20,PEAMA,Ingeniería y arquitectura,Ingeniería Química
NARIÑO,CUMBAL,Colombiana,20,Mujeres,Estrato 1,8,PAES,Ciencias exactas y naturales,Ingeniería Física
CALDAS,MANIZALES,Colombiana,18,Hombres,Estrato 2,8,Regular,Administración,Administración de Empresas (Diurno)
CALDAS,MANIZALES,Colombiana,23,Mujeres,Estrato 3,42,Regular,Administración,Gestión Cultural y Comunicativa
CALDAS,MANIZALES,Colombiana,23,Hombres,Estrato 3,14,Regular,Ingeniería y arquitectura,Ingeniería Eléctrica
CALDAS,MANIZALES,Colombiana,19,Hombres,Estrato 3,46,Regular,Ingeniería y arquitectura,Ingeniería Química
NORTE DE SANTANDER,CÚCUTA,Colombiana,22,Hombres,Estrato 3,46,Regular,Administración,Administración de Empresas (Nocturno)
"BOGOTÁ, D. C.","BOGOTÁ, D.C.",Colombiana,20,Mujeres,Estrato 2,17,Regular,Ingeniería y arquitectura,Ingeniería Industrial
CALDAS,CHINCHINÁ,Colombiana,18,Hombres,Estrato 3,19,Regular,Ciencias exactas y naturales,Ciencias de la Computación
"BOGOTÁ, D. C.","BOGOTÁ, D.C.",Colombiana,20,Mujeres,Estrato 1,36,Regular,Ingeniería y arquitectura,Ingeniería Industrial
CALDAS,MANIZALES,Colombiana,23,Mujeres,Estrato 1,8,Regular,Administración,Administración de Empresas (Nocturno)
CALDAS,MANIZALES,Colombiana,19,Hombres,Estrato 2,17,Regular,Ciencias exactas y naturales,Ciencias de la Computación
CASANARE,MONTERREY,Colombiana,23,Hombres,Estrato 2,9,PEAMA,Ingeniería y arquitectura,Ingeniería Química
VALLE DEL CAUCA,BUENAVENTURA,Colombiana,18,Hombres,Estrato 3,56,Regular,Ingeniería y arquitectura,Ingeniería Industrial
CALDAS,MANIZALES,Colombiana,20,Hombres,Estrato 3,35,Regular,Administración,Administración de Sistemas Informáticos
CALDAS,MANIZALES,Colombiana,19,Mujeres,Estrato 3,33,Regular,Ingeniería y arquitectura,Arquitectura
CALDAS,MANIZALES,Colombiana,18,Mujeres,Estrato 2,10,Regular,Administración,Administración de Empresas (Diurno)
HUILA,NEIVA,Colombiana,23,Hombres,Estrato 2,57,Regular,Administración,Administración de Empresas (Diurno)
CALDAS,MANIZALES,Colombiana,22,Hombres,Estrato 3,50,Regular,Ciencias exactas y naturales,Ingeniería Física
CALDAS,MANIZALES,Colombiana,19,Hombres,Estrato 2,7,PAES,Ingeniería y arquitectura,Ingeniería Industrial
PUTUMAYO,ORITO,Colombiana,21,Mujeres,Estrato 2,8,PEAMA,Ingeniería y arquitectura,Ingeniería Industrial
HUILA,PITALITO,Colombiana,18,Mujeres,Estrato 2,47,Regular,Ingeniería y arquitectura,Ingeniería Química
CALDAS,MANIZALES,Colombiana,19,Hombres,Estrato 2,8,Regular,Ingeniería y arquitectura,Ingeniería Civil
CALDAS,MANIZALES,Colombiana,23,Hombres,Estrato 2,14,Regular,Ingeniería y arquitectura,Ingeniería Química
SANTANDER,GIRÓN,Colombiana,22,Hombres,Estrato 3,16,Regular,Ingeniería y arquitectura,Arquitectura
PUTUMAYO,SANTIAGO,Colombiana,25,Hombres,Estrato 1,4,PEAMA,Ingeniería y arquitectura,Ingeniería Electrónica
CALDAS,MANIZALES,Colombiana,21,Mujeres,Estrato 4,64,Regular,Administración,Administración de Empresas (Diurno)
QUINDÍO,ARMENIA,Colombiana,23,Mujeres,Estrato 4,46,Regular,Ciencias exactas y naturales,Ingeniería Física
NARIÑO,ALDANA,Colombiana,24,Hombres,Estrato 1,14,PAES,Ingeniería y arquitectura,Arquitectura
PUTUMAYO,COLÓN,Colombiana,20,Mujeres,Estrato 1,6,PEAMA,Ingeniería y arquitectura,Ingeniería Civil
CAQUETÁ,EL PAUJÍL,Colombiana,19,Hombres,Estrato 2,20,PAES,Ingeniería y arquitectura,Ingeniería Electrónica
NARIÑO,SAMANIEGO,Colombiana,20,Mujeres,Estrato 1,3,PAES,Ingeniería y arquitectura,Ingeniería Electrónica
VALLE DEL CAUCA,CANDELARIA,Colombiana,26,Hombres,Estrato 1,6,Regular,Ingeniería y arquitectura,Ingeniería Electrónica
CALDAS,MANIZALES,Colombiana,27,Hombres,Estrato 2,9,Regular,Ciencias exactas y naturales,Ciencias de la Computación
CALDAS,MANIZALES,Colombiana,21,Mujeres,Estrato 2,13,Regular,Ingeniería y arquitectura,Ingeniería Química
SANTANDER,BUCARAMANGA,Colombiana,22,Mujeres,Estrato 2,51,PAES,Administración,Administración de Empresas (Diurno)
QUINDÍO,ARMENIA,Colombiana,23,Hombres,Estrato 2,12,Regular,Ciencias exactas y naturales,Ingeniería Física
CALDAS,MANIZALES,Colombiana,21,Mujeres,Estrato 2,12,Regular,Ciencias exactas y naturales,Matemáticas
CALDAS,MANIZALES,Colombiana,19,Hombres,Estrato 2,6,Regular,Ingeniería y arquitectura,Ingeniería Eléctrica
ANTIOQUIA,MEDELLÍN,Colombiana,18,Mujeres,Estrato 3,34,Regular,Ingeniería y arquitectura,Ingeniería Química
QUINDÍO,CALARCÁ,Colombiana,32,Hombres,Estrato 2,6,PEAMA,Ingeniería y arquitectura,Ingeniería Química
PUTUMAYO,PUERTO ASÍS,Colombiana,22,Hombres,Estrato 2,6,PEAMA,Ingeniería y arquitectura,Ingeniería Química
CALDAS,MANIZALES,Colombiana,18,Hombres,Estrato 1,16,Regular,Ciencias exactas y naturales,Ciencias de la Computación
VALLE DEL CAUCA,CARTAGO,Colombiana,21,Hombres,Estrato 2,17,Regular,Ingeniería y arquitectura,Arquitectura
CAUCA,CALDONO,Colombiana,21,Hombres,Estrato 1,34,PAES,Administración,Administración de Empresas (Diurno)
TOLIMA,IBAGUÉ,Colombiana,22,Hombres,Estrato 2,54,Regular,Ingeniería y arquitectura,Ingeniería Industrial
CALDAS,PENSILVANIA,Colombiana,22,Hombres,Estrato 1,5,PAES,Ingeniería y arquitectura,Ingeniería Eléctrica
TOLIMA,IBAGUÉ,Colombiana,20,Mujeres,Estrato 4,34,Regular,Ingeniería y arquitectura,Ingeniería Química
CALDAS,MANIZALES,Colombiana,19,Hombres,Estrato 3,58,Regular,Administración,Administración de Sistemas Informáticos
SANTANDER,SABANA DE TORRES,Colombiana,18,Mujeres,Estrato 1,3,PEAMA,Ingeniería y arquitectura,Ingeniería Industrial
PUTUMAYO,COLÓN,Colombiana,19,Hombres,Estrato 1,2,PAES,Administración,Administración de Empresas (Diurno)
VALLE DEL CAUCA,CALI,Colombiana,21,Mujeres,Estrato 2,29,Regular,Administración,Administración de Empresas (Nocturno)
TOLIMA,SAN SEBASTÍAN DE MARIQUITA,Colombiana,22,Hombres,Estrato 2,7,Regular,Ingeniería y arquitectura,Ingeniería Eléctrica
NARIÑO,SANDONÁ,Colombiana,21,Hombres,Estrato 1,6,Regular,Ingeniería y arquitectura,Ingeniería Industrial
NARIÑO,IPIALES,Colombiana,24,Hombres,Estrato 2,41,PAES,Ingeniería y arquitectura,Ingeniería Eléctrica
CASANARE,PAZ DE ARIPORO,Colombiana,22,Mujeres,Estrato 1,4,PEAMA,Administración,Administración de Empresas (Diurno)
PUTUMAYO,VALLE DEL GUAMUEZ,Colombiana,26,Mujeres,Estrato 2,6,PEAMA,Ingeniería y arquitectura,Ingeniería Química
VALLE DEL CAUCA,CALI,Colombiana,17,Hombres,Estrato 1,73,PAES,Ciencias exactas y naturales,Ciencias de la Computación
CALDAS,PENSILVANIA,Colombiana,24,Hombres,Estrato 1,2,PAES,Ingeniería y arquitectura,Ingeniería Eléctrica
NARIÑO,IPIALES,Colombiana,22,Mujeres,Estrato 2,7,Regular,Ingeniería y arquitectura,Ingeniería Eléctrica
CALDAS,MANIZALES,Colombiana,21,Mujeres,Estrato 2,12,Regular,Ingeniería y arquitectura,Ingeniería Industrial
CALDAS,MANIZALES,Colombiana,18,Hombres,Estrato 3,23,Regular,Ciencias exactas y naturales,Ciencias de la Computación
CALDAS,MANIZALES,Colombiana,18,Hombres,Estrato 2,42,Regular,Ciencias exactas y naturales,Ciencias de la Computación
PUTUMAYO,PUERTO ASÍS,Colombiana,20,Hombres,Estrato 1,7,PEAMA,Ingeniería y arquitectura,Ingeniería Civil
CALDAS,VILLAMARÍA,Colombiana,22,Hombres,Estrato 3,29,Regular,Administración,Administración de Empresas (Diurno)
VALLE DEL CAUCA,CARTAGO,Colombiana,21,Mujeres,Estrato 2,23,Regular,Administración,Administración de Empresas (Nocturno)
RISARALDA,PEREIRA,Colombiana,21,Hombres,Estrato 1,7,Regular,Administración,Administración de Sistemas Informáticos
CALDAS,MANIZALES,Colombiana,19,Hombres,Estrato 1,48,Regular,Ingeniería y arquitectura,Ingeniería Industrial
NARIÑO,PASTO,Colombiana,28,Hombres,Estrato 2,11,Regular,Ingeniería y arquitectura,Ingeniería Electrónica
CALDAS,MANIZALES,Colombiana,21,Hombres,Estrato 4,30,Regular,Ciencias exactas y naturales,Ingeniería Física
CALDAS,MANIZALES,Colombiana,20,Mujeres,Estrato 1,33,Regular,Ingeniería y arquitectura,Ingeniería Eléctrica
CALDAS,MANIZALES,Colombiana,25,Hombres,Estrato 1,5,Regular,Administración,Administración de Empresas (Nocturno)
CALDAS,MANIZALES,Colombiana,19,Hombres,Estrato 3,19,Regular,Administración,Administración de Sistemas Informáticos
CAQUETÁ,FLORENCIA,Colombiana,21,Hombres,Estrato 1,20,PEAMA,Ingeniería y arquitectura,Ingeniería Química
CALDAS,MANIZALES,Colombiana,20,Hombres,Estrato 3,44,Regular,Ingeniería y arquitectura,Ingeniería Civil
PUTUMAYO,SAN FRANCISCO,Colombiana,19,Hombres,Estrato 1,13,Regular,Ingeniería y arquitectura,Ingeniería Civil
CAQUETÁ,FLORENCIA,Colombiana,17,Mujeres,Estrato 3,67,Regular,Ingeniería y arquitectura,Ingeniería Química
CAQUETÁ,BELÉN DE LOS ANDAQUÍES,Colombiana,21,Hombres,Estrato 1,42,Regular,Ingeniería y arquitectura,Arquitectura
TOLIMA,NATAGAIMA,Colombiana,25,Hombres,ND/NE,55,PAES,Ciencias exactas y naturales,Matemáticas
PUTUMAYO,MOCOA,Colombiana,24,Hombres,Estrato 1,8,PEAMA,Ingeniería y arquitectura,Ingeniería Civil
VALLE DEL CAUCA,PALMIRA,Colombiana,24,Hombres,Estrato 2,22,PAES,Ingeniería y arquitectura,Ingeniería Eléctrica
CALDAS,MANIZALES,Colombiana,18,Mujeres,Estrato 1,9,Regular,Ingeniería y arquitectura,Ingeniería Industrial
CALDAS,MANIZALES,Colombiana,21,Mujeres,Estrato 2,13,Regular,Administración,Administración de Empresas (Diurno)
TOLIMA,IBAGUÉ,Colombiana,19,Mujeres,Estrato 2,41,Regular,Administración,Administración de Empresas (Nocturno)
"BOGOTÁ, D. C.","BOGOTÁ, D.C.",Colombiana,24,Hombres,Estrato 3,45,Regular,Ingeniería y arquitectura,Ingeniería Electrónica
PUTUMAYO,COLÓN,Colombiana,22,Hombres,Estrato 1,3,PAES,Administración,Administración de Empresas (Diurno)
RISARALDA,PEREIRA,Colombiana,23,Mujeres,Estrato 2,42,Regular,Administración,Administración de Empresas (Nocturno)
CALDAS,MANIZALES,Colombiana,17,Hombres,Estrato 2,37,Regular,Administración,Administración de Sistemas Informáticos
CALDAS,MANIZALES,Colombiana,22,Mujeres,Estrato 2,8,Regular,Administración,Administración de Empresas (Nocturno)
Sin información,Sin información,Extranjero,22,Hombres,Estrato 2,17,Regular,Ciencias exactas y naturales,Ingeniería Física
CALDAS,MANIZALES,Colombiana,20,Hombres,Estrato 2,42,Regular,Ingeniería y arquitectura,Ingeniería Industrial
CUNDINAMARCA,VIOTÁ,Colombiana,21,Hombres,Estrato 3,16,Regular,Ciencias exactas y naturales,Matemáticas
CALDAS,MANIZALES,Colombiana,19,Hombres,Estrato 3,16,Regular,Ingeniería y arquitectura,Arquitectura
CALDAS,LA DORADA,Colombiana,19,Hombres,Estrato 2,15,Regular,Administración,Administración de Empresas (Diurno)
SANTANDER,BUCARAMANGA,Colombiana,23,Hombres,Estrato 3,11,Regular,Ingeniería y arquitectura,Ingeniería Química
ANTIOQUIA,MEDELLÍN,Colombiana,48,Mujeres,Estrato 2,13,PAES,Administración,Administración de Empresas (Nocturno)
CALDAS,NEIRA,Colombiana,19,Mujeres,Estrato 2,6,Regular,Administración,Administración de Sistemas Informáticos
VALLE DEL CAUCA,BUENAVENTURA,Colombiana,23,Hombres,Estrato 1,34,PAES,Administración,Administración de Empresas (Nocturno)
CALDAS,LA MERCED,Colombiana,22,Hombres,Estrato 2,12,Regular,Administración,Administración de Empresas (Nocturno)
CALDAS,MANIZALES,Colombiana,24,Hombres,Estrato 3,21,Regular,Ingeniería y arquitectura,Ingeniería Eléctrica
CALDAS,MANIZALES,Colombiana,19,Hombres,Estrato 3,43,Regular,Ingeniería y arquitectura,Ingeniería Química
